id,planet_type,discovery_date,mass,planet_radius,orbital_radius,orbital_period,eccentricity,detection_method
3005,Neptune-like,2014,7.32 Earths,0.233 x Jupiter,0.13 AU,15.7 days,0.0,
3006,Neptune-like,2014,5.18 Earths,2.13 x Earth,0.194 AU,28.8 days,0.0,
3007,Super Earth,2014,3.26 Earths,1.62 x Earth,0.084 AU,9.4 days,0.0,
3008,Super Earth,2014,3.78 Earths,1.77 x Earth,0.113 AU,14.7 days,0.0,
3009,Super Earth,2014,23.6 Earths,0.213 x Jupiter,0.185 AU,30.9 days,0.0,
3010,Super Earth,2014,3.71 Earths,1.75 x Earth,0.314 AU,68.2 days,0.0,
3011,Neptune-like,2014,6.12 Earths,0.21 x Jupiter,0.079 AU,7.7 days,0.0,
3012,Neptune-like,2014,9.48 Earths,0.271 x Jupiter,0.136 AU,17.4 days,0.0,
3013,Neptune-like,2014,5.6 Earths,2.23 x Earth,0.065 AU,5.4 days,0.0,
3014,Super Earth,2014,4.08 Earths,1.85 x Earth,0.089 AU,8.6 days,0.0,
3015,Super Earth,2016,2.3 Earths,1.32 x Earth,0.0505 AU,3.9 days,0.0,
3016,Super Earth,2014,2.79 Earths,1.48 x Earth,0.046 AU,3.6 days,0.0,
3017,Neptune-like,2014,10 Earths,0.28 x Jupiter,0.248 AU,44.7 days,0.0,
3018,Neptune-like,2016,7.56 Earths,0.237 x Jupiter,0.4865 AU,124.5 days,0.0,
3019,Neptune-like,2014,9.01 Earths,0.263 x Jupiter,0.057 AU,4.6 days,0.0,
3020,Neptune-like,2014,12.5 Earths,0.319 x Jupiter,0.165 AU,22.7 days,0.0,
3021,Super Earth,2014,19.1 Earths,0.251 x Jupiter,0.272 AU,47.9 days,0.0,
3022,Super Earth,2012,5.08 Earths,1.639 x Earth,0.042717 AU,2.8 days,0.02,
3023,Terrestrial,2014,0.457 Earths,0.81 x Earth,0.046 AU,4.2 days,0.0,
3024,Super Earth,2014,3.09 Earths,1.57 x Earth,0.076 AU,9 days,0.0,
3025,Terrestrial,2014,0.904 Earths,0.98 x Earth,0.163 AU,28.1 days,0.0,
3026,Super Earth,2014,2.33 Earths,1.33 x Earth,0.226 AU,45.9 days,0.0,
3027,Super Earth,2014,3.57 Earths,1.71 x Earth,0.037 AU,2.8 days,0.0,
3028,Super Earth,2014,15.1 Earths,0.261 x Jupiter,0.059 AU,5.7 days,0.0,
3029,Neptune-like,2014,7.9 Earths,0.244 x Jupiter,0.087 AU,10 days,0.0,
3030,Neptune-like,2014,7.41 Earths,0.235 x Jupiter,0.13 AU,18.4 days,0.0,
3031,Neptune-like,2014,10.1 Earths,0.282 x Jupiter,0.048 AU,3.9 days,0.0,
3032,Neptune-like,2014,19.4 Earths,0.414 x Jupiter,0.091 AU,10.1 days,0.0,
3033,Neptune-like,2014,13.2 Earths,0.329 x Jupiter,0.18 AU,28.1 days,0.0,
3034,Neptune-like,2014,7.4 Earths,0.267 x Jupiter,0.0756 AU,7.4 days,0.08,
3035,Neptune-like,2014,5.1 Earths,0.307 x Jupiter,0.0916 AU,9.8 days,0.15,
3036,Neptune-like,2014,8 Earths,0.467 x Jupiter,0.1201 AU,14.8 days,0.04,
3037,Neptune-like,2014,4.8 Earths,0.41 x Jupiter,0.1455 AU,19.7 days,0.05,
3038,Super Earth,2014,2.51 Earths,1.39 x Earth,0.038 AU,3.1 days,0.0,
3039,Neptune-like,2014,9.91 Earths,0.278 x Jupiter,0.058 AU,5.9 days,0.0,
3040,Neptune-like,2014,5.9 Earths,0.205 x Jupiter,0.089 AU,11.3 days,0.0,
3041,Super Earth,2014,4.54 Earths,1.97 x Earth,0.124 AU,18.6 days,0.0,
3042,Super Earth,2014,1.87 Earths,1.2 x Earth,0.056 AU,6.7 days,0.0,
3043,Super Earth,2014,4.04 Earths,1.84 x Earth,0.111 AU,18.8 days,0.0,
3044,Super Earth,2014,24 Earths,1.55 x Earth,0.047 AU,3.9 days,0.0,
3045,Super Earth,2014,0.142 Jupiters,0.203 x Jupiter,0.058 AU,5.3 days,0.0,
3046,Super Earth,2014,1.98 Earths,1.22 x Earth,0.076 AU,8.1 days,0.0,
3047,Neptune-like,2014,9.85 Earths,0.277 x Jupiter,0.09 AU,9.5 days,0.0,
3048,Neptune-like,2014,9.48 Earths,0.271 x Jupiter,0.29 AU,54.4 days,0.0,
3049,Super Earth,2014,2.96 Earths,1.53 x Earth,0.038 AU,2.6 days,0.0,
3050,Neptune-like,2014,7.75 Earths,0.241 x Jupiter,0.052 AU,4.1 days,0.0,
3051,Neptune-like,2014,15.4 Earths,0.36 x Jupiter,0.101 AU,11.1 days,0.0,
3052,Neptune-like,2014,5.48 Earths,2.2 x Earth,0.062 AU,6.3 days,0.0,
3053,Neptune-like,2014,21.5 Earths,0.439 x Jupiter,0.117 AU,16.1 days,0.0,
3054,Neptune-like,2014,14.2 Earths,0.343 x Jupiter,0.22 AU,41.2 days,0.0,
3055,Super Earth,2011,36 Earths,0.212 x Jupiter,0.849 AU,289.9 days,0.0,
3056,Neptune-like,2014,16.8 Earths,0.38 x Jupiter,0.191 AU,32.6 days,0.0,
3057,Super Earth,2014,4.82 Earths,2.04 x Earth,0.38 AU,91.8 days,0.0,
3058,Super Earth,2014,35.4 Earths,1.73 x Earth,0.074 AU,10.1 days,0.0,
3059,Super Earth,2014,24.1 Earths,1.93 x Earth,0.114 AU,19.3 days,0.0,
3060,Neptune-like,2014,9.69 Earths,0.275 x Jupiter,0.054 AU,4.4 days,0.0,
3061,Neptune-like,2014,14 Earths,0.342 x Jupiter,0.101 AU,11.4 days,0.0,
3062,Neptune-like,2014,6.48 Earths,0.217 x Jupiter,0.077 AU,8.5 days,0.0,
3063,Neptune-like,2014,7.8 Earths,0.242 x Jupiter,0.287 AU,60.4 days,0.0,
3064,Neptune-like,2014,13.2 Earths,0.33 x Jupiter,0.04 AU,2.7 days,0.0,
3065,Neptune-like,2014,12.1 Earths,0.313 x Jupiter,0.077 AU,7.2 days,0.0,
3066,Neptune-like,2014,5.6 Earths,2.23 x Earth,0.037 AU,3.3 days,0.0,
3067,Super Earth,2014,2.18 Earths,1.28 x Earth,0.065 AU,7.8 days,0.0,
3068,Super Earth,2014,4.86 Earths,2.05 x Earth,0.122 AU,20.1 days,0.0,
3069,Neptune-like,2014,5.56 Earths,2.22 x Earth,0.213 AU,46.2 days,0.0,
3070,Super Earth,2014,3.09 Earths,1.57 x Earth,0.065 AU,8.3 days,0.0,
3071,Super Earth,2014,4.66 Earths,2.0 x Earth,0.132 AU,24 days,0.0,
3072,Super Earth,2014,2.57 Earths,1.41 x Earth,0.05 AU,4.7 days,0.0,
3073,Super Earth,2014,4.98 Earths,2.08 x Earth,0.071 AU,8.1 days,0.0,
3074,Super Earth,2014,3.64 Earths,1.73 x Earth,0.034 AU,2.1 days,0.0,
3075,Neptune-like,2014,6.3 Earths,0.213 x Jupiter,0.069 AU,6.2 days,0.0,
3076,Neptune-like,2014,9.64 Earths,0.274 x Jupiter,0.115 AU,13.2 days,0.0,
3077,Neptune-like,2013,0.534 Jupiters,0.5 x Jupiter,0.1658 AU,23.7 days,0.0,
3078,Super Earth,2013,13.5 Earths,2.0 x Earth,0.2747 AU,50.4 days,0.0,
3079,Neptune-like,2014,6.04 Earths,0.208 x Jupiter,0.095 AU,11.8 days,0.0,
3080,Neptune-like,2014,6.85 Earths,0.224 x Jupiter,0.268 AU,56.2 days,0.0,
3081,Neptune-like,2011,0.8 Jupiters,1.9 x Earth,0.075 AU,7.1 days,0.06,
3082,Neptune-like,2011,2.7 Jupiters,0.285 x Jupiter,0.099 AU,10.7 days,0.02,
3083,Super Earth,2014,17.6 Earths,2.2 x Earth,0.124 AU,15.3 days,0.08,
3084,Super Earth,2014,2.45 Earths,1.37 x Earth,0.048 AU,4.1 days,0.0,
3085,Super Earth,2014,0.322 Jupiters,2.2 x Earth,0.074 AU,8 days,0.0,
3086,Neptune-like,2014,6.04 Earths,0.208 x Jupiter,0.094 AU,12.7 days,0.0,
3087,Neptune-like,2014,7.13 Earths,0.229 x Jupiter,0.189 AU,36.1 days,0.0,
3088,Neptune-like,2014,7.32 Earths,0.233 x Jupiter,0.075 AU,8.2 days,0.0,
3089,Super Earth,2014,4.66 Earths,2.0 x Earth,0.109 AU,14.5 days,0.0,
3090,Neptune-like,2014,6.57 Earths,0.219 x Jupiter,0.062 AU,5.7 days,0.0,
3091,Super Earth,2014,4.62 Earths,1.99 x Earth,0.142 AU,20 days,0.0,
3092,Neptune-like,2014,8.05 Earths,0.246 x Jupiter,0.05 AU,4.3 days,0.0,
3093,Super Earth,2014,4.86 Earths,2.05 x Earth,0.087 AU,9.8 days,0.0,
3094,Super Earth,2014,15.2 Earths,0.206 x Jupiter,0.14 AU,20.1 days,0.0,
3095,Neptune-like,2014,7.13 Earths,0.229 x Jupiter,0.071 AU,7.5 days,0.0,
3096,Super Earth,2014,0.71 Jupiters,2.18 x Earth,0.124 AU,17.5 days,0.0,
3097,Neptune-like,2014,21.6 Earths,0.27 x Jupiter,0.202 AU,36.3 days,0.0,
3098,Super Earth,2016,3.71 Earths,1.75 x Earth,0.04 AU,3.2 days,0.0,
3099,Neptune-like,2014,6.08 Earths,0.209 x Jupiter,0.052 AU,4.6 days,0.0,
3100,Super Earth,2014,2.86 Earths,1.5 x Earth,0.095 AU,11.2 days,0.0,
3101,Super Earth,2014,3.33 Earths,1.64 x Earth,0.042 AU,3.3 days,0.0,
3102,Neptune-like,2014,15.7 Earths,0.365 x Jupiter,0.084 AU,9.4 days,0.0,
3103,Neptune-like,2014,14.7 Earths,0.352 x Jupiter,0.14 AU,20.5 days,0.0,
3104,Neptune-like,2014,9.38 Earths,0.269 x Jupiter,0.066 AU,6.3 days,0.0,
3105,Neptune-like,2014,15.6 Earths,0.363 x Jupiter,0.123 AU,16.2 days,0.0,
3106,Super Earth,2014,1.32 Earths,1.09 x Earth,0.035 AU,3.3 days,0.0,
3107,Super Earth,2014,2.89 Earths,1.51 x Earth,0.058 AU,7.1 days,0.0,
3108,Super Earth,2014,3.09 Earths,1.57 x Earth,0.097 AU,15.4 days,0.0,
3109,Neptune-like,2011,1.6 Jupiters,0.214 x Jupiter,0.08 AU,8.1 days,0.0,
3110,Neptune-like,2011,1.6 Jupiters,0.25 x Jupiter,0.106 AU,12.3 days,0.0,
3111,Super Earth,2014,3.43 Earths,1.67 x Earth,0.051 AU,4.2 days,0.0,
3112,Neptune-like,2014,8.15 Earths,0.248 x Jupiter,0.138 AU,19 days,0.0,
3113,Super Earth,2014,1.51 Earths,1.13 x Earth,0.048 AU,4.1 days,0.0,
3114,Neptune-like,2014,5.82 Earths,0.203 x Jupiter,0.069 AU,7.2 days,0.0,
3115,Neptune-like,2014,5.39 Earths,2.18 x Earth,0.127 AU,17.6 days,0.0,
3116,Super Earth,2014,2.33 Earths,1.33 x Earth,0.053 AU,4.8 days,0.0,
3117,Neptune-like,2014,8.1 Earths,0.247 x Jupiter,0.122 AU,16.5 days,0.0,
3118,Neptune-like,2014,8.1 Earths,0.247 x Jupiter,0.182 AU,30.1 days,0.0,
3119,Neptune-like,2014,8.1 Earths,0.247 x Jupiter,0.404 AU,99.6 days,0.0,
3120,Super Earth,2014,2.04 Earths,1.23 x Earth,0.058 AU,6.7 days,0.0,
3121,Neptune-like,2014,5.27 Earths,2.15 x Earth,0.08 AU,10.8 days,0.0,
3122,Super Earth,2014,3.29 Earths,1.63 x Earth,0.046 AU,3.8 days,0.0,
3123,Neptune-like,2014,7.51 Earths,0.236 x Jupiter,0.089 AU,10.3 days,0.0,
3124,Neptune-like,2014,10.2 Earths,0.283 x Jupiter,0.13 AU,18.1 days,0.0,
3125,Neptune-like,2014,14.3 Earths,0.345 x Jupiter,0.064 AU,5.8 days,0.0,
3126,Neptune-like,2014,3.2 Earths,2.15 x Earth,0.105 AU,12.4 days,0.0,
3127,Neptune-like,2014,6.8 Earths,0.223 x Jupiter,0.139 AU,18.7 days,0.0,
3128,Super Earth,2014,3.02 Earths,1.55 x Earth,0.063 AU,5.7 days,0.0,
3129,Neptune-like,2014,9.22 Earths,0.267 x Jupiter,0.092 AU,9.9 days,0.0,
3130,Super Earth,2016,2.3 Earths,1.32 x Earth,0.0192 AU,1 days,0.0,
3131,Super Earth,2014,3.15 Earths,1.59 x Earth,0.027 AU,1.6 days,0.0,
3132,Neptune-like,2014,5.27 Earths,2.15 x Earth,0.045 AU,3.4 days,0.0,
3133,Neptune-like,2014,6.71 Earths,0.221 x Jupiter,0.064 AU,5.8 days,0.0,
3134,Neptune-like,2014,6.12 Earths,0.21 x Jupiter,0.096 AU,10.7 days,0.0,
3135,Neptune-like,2014,7.32 Earths,0.233 x Jupiter,0.034 AU,2.4 days,0.0,
3136,Neptune-like,2014,25.2 Earths,0.483 x Jupiter,0.066 AU,6.6 days,0.0,
3137,Neptune-like,2014,21.7 Earths,0.442 x Jupiter,0.16 AU,24.7 days,0.0,
3138,Neptune-like,2014,15.5 Earths,0.362 x Jupiter,0.103 AU,13.2 days,0.0,
3139,Neptune-like,2014,12.7 Earths,0.322 x Jupiter,0.193 AU,33.7 days,0.0,
3140,Neptune-like,2014,8.25 Earths,0.25 x Jupiter,0.079 AU,8.1 days,0.0,
3141,Neptune-like,2014,7.75 Earths,0.241 x Jupiter,0.217 AU,36.9 days,0.0,
3142,Neptune-like,2011,8.7 Earths,0.245 x Jupiter,0.0685 AU,6.2 days,0.0,
3143,Neptune-like,2011,15.2 Earths,0.465 x Jupiter,0.1101 AU,12.7 days,0.01,
3144,Gas Giant,2014,0.226 Jupiters,0.894 x Jupiter,Unknown,122.4 days,0.13,
3145,Super Earth,2014,4.7 Earths,2.01 x Earth,0.075 AU,8.2 days,0.0,
3146,Super Earth,2014,3.68 Earths,1.74 x Earth,0.332 AU,76.1 days,0.0,
3147,Neptune-like,2014,5.39 Earths,2.18 x Earth,0.088 AU,10.4 days,0.0,
